# Ngữ khí: https://khoahoctiengtrung.com/tro-tu-ngu-khi-trong-tieng-trung/

## Ngữ khí nghi vấn – 疑问语气
吗	a	Omopa_q	1
么	à	Omopa_q	1
吧	nha	Omopa_q	1
呢	đâu	Omopa_q	1

之	chi	Omopa_q	1
乎	hồ	Omopa_q	1
也	vậy	Omopa_q	1
者	đấy	Omopa_q	1

哉	thay	Omopa_q	1
与	cùng	Omopa_q	1
欤	dư	Omopa_q	1
邪	da	Omopa_q	1
耶	ư	Omopa_q	1

为	vì	Omopa_q	1

## Ngữ khí mệnh lệnh – 祈使语气
吧	đi	Omopa_c	1
罢	xong	Omopa_c	1
呀	nha	Omopa_c	1
啊	a	Omopa_c	1
啦	rùi	Omopa_c	1
矣	vậy	Omopa_c	1
焉	sao	Omopa_c	1
哉	thay	Omopa_c	1

## Ngữ khí cảm thán – 感叹语气
啊	a	Omopa_e	1
呀	nha	Omopa_e	1
哇	oa	Omopa_e	1
哪	nào	Omopa_e	1
也	vậy	Omopa_e	1
矣	vậy	Omopa_e	1
乎	hô	Omopa_e	1
焉	sao	Omopa_e	1
哉	thay	Omopa_e	1
与	cùng	Omopa_e	1
欤	dư	Omopa_e	1
耶	da	Omopa_e	1
已	đã	Omopa_e	1

## Ngữ khí khẳng định – 肯定语气
的	đấy	Omopa_d	0
了	rồi	Omopa_d	1
嘛	mà	Omopa_d	1
呢	nè	Omopa_d	1
啦	rùi	Omopa_d	1
罢了	mà thôi	Omopa_d	1
而已	mà thôi	Omopa_d	1
也	vậy	Omopa_d	1
矣	vậy	Omopa_d	1
乎	hồ	Omopa_d	1
然	nhiên	Omopa_d	1
焉	yên	Omopa_d	1
焉	sao	Omopa_d	1
耳	tai	Omopa_d	1
而已	mà thôi	Omopa_d	1
云	vân	Omopa_d	1
尔	ngươi	Omopa_d	1

## Ngữ khí ngừng – 停顿语气
啊	à	Omopa_s	1
吧	a	Omopa_s	1
呢	nè	Omopa_s	1
么	sao	Omopa_s	1
也	vậy	Omopa_s	1
矣	vậy	Omopa_s	1
乎	hô	Omopa_s	1
焉	sao	Omopa_s	1
兮	chừ	Omopa_s	1

## Ngữ khí ghép
啦	rồi	Omopa_x	2
啦	rùi	Omopa_x	2
那	nhá	Omopa_x	2
